,pluno,bndno,type5,type4,type3,type2,0,1,2,3,4,5
19943,27300276,27300276,27300,2730,273,27,0.706,0.714,1.19,1.4100000000000001,1.9619999999999997,2.036
20032,27300278,27300278,27300,2730,273,27,0.0,0.436,0.338,0.0,0.0,0.21600000000000003
20044,27300279,27300279,27300,2730,273,27,0.0,0.17600000000000002,0.312,0.712,0.528,0.21
20083,27300280,27300280,27300,2730,273,27,0.35600000000000004,0.974,0.294,0.0,0.0,0.0
20100,27300281,27300281,27300,2730,273,27,2.03,1.494,2.508,1.798,0.948,0.42
20001,27300282,27300282,27300,2730,273,27,0.9140000000000001,0.8360000000000001,0.754,0.604,0.7200000000000001,0.52
20124,27300283,27300283,27300,2730,273,27,0.454,0.0,0.308,0.0,0.0,0.0
19855,27300284,27300284,27300,2730,273,27,0.5740000000000001,0.172,0.494,0.388,0.0,0.0
11812,27400047,27400047,27400,2740,274,27,0.0,0.15,0.252,0.34400000000000003,0.0,0.0
11830,27400048,27400048,27400,2740,274,27,0.001,0.0,0.004,0.003,0.0,0.0
11863,27400052,27400052,27400,2740,274,27,0.0,0.0,0.1,0.0,0.0,0.05
13051,27400059,27400059,27400,2740,274,27,0.0,0.0,0.0,0.0,2.0,0.0
7481,27400061,27400061,27400,2740,274,27,130.0,0.0,0.0,1654.0,0.0,176.0
11933,27400118,27400118,27400,2740,274,27,0.0,0.086,0.202,0.20800000000000002,0.0,0.16599999999999998
11996,27400119,27400119,27400,2740,274,27,0.0,0.0,0.092,0.21800000000000003,0.1,0.0
12053,27400126,27400126,27400,2740,274,27,0.07,0.432,0.42,0.516,0.0,0.0
12074,27400145,27400145,27400,2740,274,27,0.238,0.34,0.28600000000000003,0.062,0.178,0.182
11731,27400158,27400158,27400,2740,274,27,0.068,0.07200000000000001,0.138,0.234,0.0,0.164
14387,27400289,27400289,27400,2740,274,27,0.5640000000000001,0.274,0.22,0.227,0.093,0.15200000000000002
11743,27400302,27400302,27400,2740,274,27,0.202,0.28400000000000003,0.368,0.0,0.278,0.0
11852,27400708,27400708,27400,2740,274,27,0.0,0.084,0.37200000000000005,0.155,0.09,0.28800000000000003
109,27400855,27400855,27400,2740,274,27,0.007,0.006,0.008,0.005,0.005,0.006
18673,27401706,27401706,27401,2740,274,27,0.0,0.0,0.0,0.0,1.45,0.0
18477,27401707,27401707,27401,2740,274,27,0.0,0.0,0.0,0.0,0.0,0.888
18555,27401709,27401709,27401,2740,274,27,0.004,0.0,0.001,0.0,0.0,0.0
19006,27401714,27401714,27401,2740,274,27,0.002,0.012000000000000004,0.007,0.0,0.0,0.0
18848,27401715,27401715,27401,2740,274,27,0.0,0.003,0.0,0.0,0.0,0.0
20633,27401758,27401758,27401,2740,274,27,1.958,0.6559999999999999,0.0,0.0,0.0,0.0
21610,27401765,27401765,27401,2740,274,27,10.0,0.0,0.0,0.0,0.0,0.0
18465,27410000,27410000,27410,2741,274,27,0.13200000000000003,0.1970000000000001,0.1880000000000001,0.2730000000000002,0.18200000000000008,0.23600000000000015
20011,27410001,27410001,27410,2741,274,27,10.664000000000001,9.331000000000001,9.331000000000001,15.996000000000002,9.331000000000001,2.6660000000000004
20477,27410002,27410002,27410,2741,274,27,14.0,0.0,8.0,14.0,7.0,6.0
20497,27410003,27410003,27410,2741,274,27,82.0,222.0,168.0,172.0,105.0,91.0
20402,27410004,27410004,27410,2741,274,27,0.0,0.0,0.0,0.0,0.0,396.0
20450,27410005,27410005,27410,2741,274,27,0.0,4.0,2.0,9.0,4.0,7.0
20444,27410007,27410007,27410,2741,274,27,0.0,0.0,0.0,1.0,0.0,11.0
18548,27410042,27410042,27410,2741,274,27,0.018000000000000006,0.011000000000000003,0.001,0.002,0.001,0.0
19874,27410043,27410043,27410,2741,274,27,408.0,0.0,0.0,0.0,0.0,0.0
19976,27410044,27410044,27410,2741,274,27,1.27,0.821,0.544,1.7589999999999997,0.742,1.242
19801,27410045,27410045,27410,2741,274,27,2.902,1.3379999999999999,1.6179999999999999,0.522,0.27,0.0
19383,27421002,27421002,27421,2742,274,27,0.564,0.0,0.0,0.0,0.0,0.0
